Country,year,gfn2gdp,efn2gdp,FCD2GDweo,grossdebt2gdpweo,externdebt2gdp,credit2privat,stdebt2extdebt,CA2gdp,debtserv2res,IntExp2rev,interExtdeb2gdp,debtserv2expor,crisis
Japan,1997,,,,1,,213,,1,,11,,,0
Japan,1998,,,,1,,208,,2,,11,,,0
Japan,1999,,,,1,,206,,3,,11,,,0
Japan,2000,,,,1,,198,,3,,11,,,0
Japan,2001,,,,1,,193,,3,,11,,,0
Japan,2002,31,,,1,,186,,2,,10,,,0
Japan,2003,32,,,2,,183,,3,,10,,,0
Japan,2004,35,,,2,,176,,3,,9,,,0
Japan,2005,39,,,2,,168,,4,,8,,,0
Japan,2006,49,,,2,,166,,4,,8,,,0
Japan,2007,54,,,2,,164,,4,,7,,,0
Japan,2008,51,,,2,,161,,5,,7,,,0
Japan,2009,48,,,2,,163,,3,,8,,,0
Japan,2010,63,,,2,,171,,3,,8,,,0
Japan,2011,55,,,2,,167,,4,,8,,,0
Japan,2012,56,,,2,,165,,2,,8,,,0
Japan,2013,58,,,2,,163,,1,,7,,,0
Japan,2014,56,9,,2,,162,,1,,7,,,0
Japan,2015,53,10,,2,,160,,1,,7,,,0
Japan,2016,58,5,,2,,157,,3,,6,,,0
Japan,2017,54,8,,2,,157,,4,,6,,,0
Jordan,2000,,,88,1,98,69,0,5,19,16,3,15,0
Jordan,2001,,3,82,1,84,71,0,1,15,17,3,15,0
Jordan,2002,8,4,80,1,78,72,0,0,18,14,3,15,1
Jordan,2003,10,-1,78,1,79,76,0,6,14,13,2,13,0
Jordan,2004,19,-5,75,1,75,73,0,11,16,11,2,18,0
Jordan,2005,7,8,72,1,113,71,0,0,25,8,3,23,0
Jordan,2006,11,25,67,1,93,75,0,-18,25,9,4,21,0
Jordan,2007,8,17,64,1,77,88,0,-11,21,9,4,18,0
Jordan,2008,9,22,59,1,86,92,0,-17,20,9,4,17,0
Jordan,2009,7,25,39,1,61,92,0,-9,46,8,3,33,0
Jordan,2010,18,10,35,1,59,81,0,-5,15,9,2,16,0
Jordan,2011,22,12,37,1,61,76,0,-7,18,9,4,19,0
Jordan,2012,26,16,31,1,60,73,0,-10,21,8,3,18,1
Jordan,2017,22,14,39,1,67,70,0,-9,19,12,3,22,0
Kazakhstan,1990,,,,,,,,,,,,,0
Kazakhstan,1991,,,,,,,,,,0,,,0
Kazakhstan,1992,,,,,,,,,,0,,,1
Kazakhstan,1996,,,,,26,27,0,-1,,3,1,6,0
Kazakhstan,1997,,,,,34,7,0,-4,,4,1,28,0
Kazakhstan,1998,,,,,41,6,0,-4,88,4,2,31,0
Kazakhstan,1999,,,,,46,5,0,-6,56,4,2,21,0
Kazakhstan,2000,,,,,72,6,0,-1,83,5,2,28,0
Kazakhstan,2001,,12,,,69,8,0,2,158,6,4,38,0
Kazakhstan,2002,,21,,,68,11,0,-6,153,5,3,44,0
Kazakhstan,2003,,19,,0,74,16,0,-4,140,5,3,46,0
Kazakhstan,2004,,14,,0,74,19,0,-1,122,3,7,41,0
Kazakhstan,2005,,13,,0,76,22,0,1,99,2,8,41,0
Kazakhstan,2006,,19,,0,76,27,0,-2,170,1,4,40,0
Kazakhstan,2007,,24,,0,91,36,0,-2,111,1,5,51,0
Kazakhstan,2008,,28,,0,92,48,0,-8,152,1,5,52,1
Kazakhstan,2009,,9,,0,81,59,0,5,125,1,5,33,0
Kazakhstan,2010,,16,,0,98,50,0,-4,87,2,5,42,0
Kazakhstan,2011,-8,8,,0,80,50,0,1,65,2,3,28,0
Kazakhstan,2012,-23,2,,0,65,39,0,5,67,2,3,22,0
Kazakhstan,2013,-18,7,,0,66,35,0,1,72,2,3,22,0
Kazakhstan,2014,-21,6,,0,63,36,0,1,87,2,2,24,0
Kazakhstan,2015,,5,,0,71,35,0,3,76,2,2,26,0
Kazakhstan,2016,,11,,0,83,34,0,-3,72,4,3,38,0
Kazakhstan,2017,,15,,0,122,38,0,-7,59,7,4,40,0
Korea,1990,,,,,,106,,2,,,,,0
Korea,1991,,,,0,,113,,-1,,,,,0
Korea,1992,,,,0,,123,,-2,,,,,0
Korea,1993,,,,0,,126,,-1,,,,,0
Korea,1994,,,,0,,132,,1,,,,,0
Korea,1995,,,,0,18,136,,-1,,,,,0
Korea,1996,,,,0,20,139,,-2,,3,,,0
Korea,1997,,,,0,24,145,,-4,,2,,,1
Korea,1999,,,,0,40,164,,11,,4,,,0
Korea,2000,,,,0,29,159,,4,,6,,,0
Korea,2001,,,,0,24,145,,2,,5,,,0
Korea,2002,3,,21,0,22,143,,1,,5,,,0
Korea,2003,2,,17,0,21,149,,1,,4,,,0
Korea,2004,3,,11,0,20,149,,2,,4,,,0
Korea,2005,5,,18,0,19,143,,4,,5,,,0
Korea,2006,7,,5,0,18,141,,1,,5,,,0
Korea,2007,5,,4,0,23,149,,0,,6,,,0
Korea,2008,5,,3,0,30,159,,1,,6,,,0
Korea,2009,5,,3,0,32,170,,0,,6,,,0
Korea,2010,6,,3,0,38,181,,4,,5,,,0
Korea,2011,5,,3,0,33,178,,3,,5,,,0
Korea,2012,5,,2,0,33,179,,2,,5,,,0
Korea,2013,5,,2,0,33,183,,4,,5,,,0
Korea,2014,6,,2,0,32,186,,6,,4,,,0
Korea,2015,7,6,1,0,30,187,,6,,4,,,0
Korea,2016,7,,1,0,29,191,,8,,4,,,0
Korea,2017,6,3,1,0,27,193,,7,,4,,,0
Kosovo,1990,,,,,,,,,,,,,0
Kosovo,1991,,,,,,,,,,,,,0
Kosovo,1992,,,,,,,,,,,,,0
Kosovo,1993,,,,,,,,,,,,,0
Kosovo,1994,,,,,,,,,,,,,0
Kosovo,1995,,,,,,,,,,,,,0
Kosovo,1996,,,,,,,,,,,,,0
Kosovo,1997,,,,,,,,,,,,,0
Kosovo,1998,,,,,,,,,,,,,0
Kosovo,1999,,,,,,,,,,,,,0
Kosovo,2000,,,,,,,,,,,,,0
Kosovo,2001,,,,,0,,,-21,,,,,0
Kosovo,2002,,,,,0,,,-6,,,,,0
Kosovo,2003,,,,,0,,,-7,,,,,0
Kosovo,2004,-2,,,,0,,,-8,,,,,0
Kosovo,2005,5,,,,0,,,-7,,,,,0
Kosovo,2006,4,,,,0,,,-8,,,,,0
Kosovo,2007,-2,,,0,0,,,-7,,,,,0
Kosovo,2008,-7,,,0,0,,,-10,,,,,0
Kosovo,2009,0,,,0,0,,,-16,,,,,0
Kosovo,2010,1,,,0,7,,,-9,,,,,1
Kosovo,2011,3,,,0,6,,,-12,,,,,0
Kosovo,2012,2,,,0,4,,,-13,,,,,1
Kosovo,2013,4,,,0,4,,,-6,,,,,0
Kosovo,2014,8,,,0,4,,,-4,,,,,0
Kosovo,2015,6,,,0,3,,,-7,,,,,1
Kosovo,2017,,,,0,,,,-9,,,,,0
Kuwait,1990,,,,,34,91,,40,,0,1,,0
Kuwait,1991,,,,,44,74,0,20,,4,1,1,0
Kuwait,1992,,,,2,33,,0,-242,,7,2,11,0
Kuwait,1993,,,,1,32,27,0,-2,,14,2,4,0
Kuwait,1994,,,,1,33,18,0,10,,17,5,10,0
Kuwait,1995,,,,1,30,17,0,13,,15,4,45,0
Kuwait,1996,,,,1,20,23,0,18,,11,5,39,0
Kuwait,1997,,,,1,7,30,0,23,,8,4,27,0
Kuwait,1998,,,,1,16,34,0,26,,6,5,17,0
Kuwait,1999,,,,1,38,47,0,9,,6,5,54,0
Kuwait,2000,,,,0,33,61,0,17,,5,3,48,0
Kuwait,2001,,-24,,0,24,55,0,39,89,3,2,30,0
Kuwait,2002,,-10,,0,29,45,0,24,52,3,1,29,0
Kuwait,2003,-19,4,,0,32,57,0,11,67,2,1,36,0
Kuwait,2004,-19,-8,,0,32,58,0,20,79,1,1,24,0
Kuwait,2005,-22,-15,,0,26,59,0,26,90,1,1,23,0
Kuwait,2006,-43,-27,,0,25,56,0,37,102,1,1,18,0
Kuwait,2007,-32,-34,,0,30,51,0,45,97,1,1,19,0
Kuwait,2008,-37,-22,,0,50,50,0,37,123,1,4,28,0
Kuwait,2009,-20,-20,,0,36,60,0,41,197,0,2,35,0
Kuwait,2010,-24,0,,0,42,57,0,27,143,0,1,44,0
Kuwait,2011,-25,-11,,0,30,79,0,32,116,0,1,32,0
Kuwait,2012,-33,-31,,0,24,75,0,43,74,0,0,17,0
Kuwait,2013,-33,-34,,0,17,61,0,45,71,0,0,16,0
Kuwait,2014,-34,-31,,0,20,56,0,40,51,0,0,14,0
Kuwait,2015,-28,-22,,0,23,60,0,33,58,0,0,17,0
Kuwait,2016,-4,14,,0,36,68,0,4,76,0,1,35,0
Kuwait,2017,,25,,0,38,99,0,-5,75,0,1,45,0
Latvia,1990,,,,,,,,,,,,,0
Latvia,1991,,,,,,,,,,,,,0
Latvia,1992,,,,,,,,,,,,,1
Latvia,1994,,,,,8,,,15,,,,,0
Latvia,1995,,,,,8,,,4,,,,,0
Latvia,1996,,,,,28,,,0,,,,,0
Latvia,1997,,,,,35,,,-5,,,,,0
Latvia,1998,,,,,42,,,-5,,,,,0
Latvia,1999,,,,0,43,,,-9,,2,,,0
Latvia,2000,,,,0,45,,0,-7,,2,,,0
Latvia,2001,,138,,0,48,,0,-5,,3,,,0
Latvia,2002,,31,,0,54,,0,-8,173,3,2,67,0
Latvia,2003,3,34,,0,59,,0,-6,211,2,2,80,0
Latvia,2004,4,41,,0,70,,0,-8,272,2,2,98,0
Latvia,2005,3,54,,0,85,,0,-12,316,2,3,113,0
Latvia,2006,0,69,,0,94,,0,-12,434,2,3,140,0
Latvia,2007,0,68,,0,106,,0,-21,247,1,5,130,0
Latvia,2008,-1,66,,0,119,,0,-21,279,1,7,133,1
Latvia,2011,5,83,,0,168,,0,2,285,4,6,169,0
Latvia,2012,2,72,,0,145,95,0,-3,325,4,5,128,0
Latvia,2013,-1,71,,0,138,78,0,-4,273,4,4,118,0
Latvia,2014,0,74,,0,134,65,0,-3,284,4,3,123,0
Latvia,2015,4,71,,0,144,58,0,-2,695,4,3,120,0
Latvia,2016,11,84,,0,144,51,0,0,673,5,3,142,0
Latvia,2017,2,72,,0,149,49,0,1,598,3,2,127,0
Lebanon,1990,,,,,7,55,,-22,,,1,,0
Lebanon,1991,,,,,19,66,0,-39,,112,1,14,0
Lebanon,1992,,,,,13,79,0,-57,,31,0,13,0
Lebanon,1993,,,,,5,48,0,-50,,46,1,16,0
Lebanon,1994,,,,,81,52,0,-6,,38,0,2,0
Lebanon,1995,,,,,83,45,0,-6,,54,0,2,0
Lebanon,1996,,,,,81,49,0,-10,,60,1,4,0
Lebanon,1997,,,,,86,55,0,-10,3,74,1,3,0
Lebanon,1998,,,,,86,61,0,-32,4,91,1,4,0
Lebanon,1999,,,,,110,66,0,-30,6,74,2,7,0
Lebanon,2000,,,,,124,74,0,-19,210,74,1,261,0
Lebanon,2001,,123,29,1,124,82,0,-17,313,87,2,296,1
Lebanon,2003,11,25,45,2,132,86,0,-14,406,81,99,271,0
Lebanon,2004,51,86,47,2,159,83,0,-13,215,75,39,252,0
Lebanon,2005,75,112,51,2,174,79,0,-16,281,52,31,257,0
Lebanon,2006,68,102,50,2,188,79,0,-14,336,46,61,287,0
Lebanon,2007,61,83,50,2,201,70,0,-7,315,52,87,261,1
Lebanon,2008,49,65,50,2,191,73,0,-7,331,52,96,238,0
Lebanon,2009,45,66,45,2,171,75,0,-10,211,46,79,171,0
Lebanon,2010,40,63,42,1,165,76,0,-11,154,45,67,181,0
Lebanon,2011,42,72,39,1,161,72,0,-20,169,47,80,248,1
Lebanon,2012,52,85,39,1,167,83,0,-15,173,41,67,228,0
Lebanon,2013,36,66,42,1,162,90,0,-26,187,38,95,292,0
Lebanon,2014,28,57,41,1,166,92,0,-30,191,40,110,310,0
Lebanon,2015,24,57,38,1,170,95,0,-31,190,39,118,368,0
Lebanon,2016,26,49,38,1,170,99,0,-20,204,47,122,381,0
Lebanon,2017,,52,38,2,190,102,0,-23,197,48,126,420,0
Lithuania,1990,,,,,,,,,,,,,0
Lithuania,1991,,,,,,,,,,,,,1
Lithuania,1993,,,,,,,,,,,,,0
Lithuania,1994,,,,,,,,,,,,,1
Lithuania,1997,,,,,28,,0,-9,,,,,0
Lithuania,1998,,,,,32,,0,-10,,,,,1
Lithuania,2001,,15,,0,42,,0,-6,91,5,2,27,0
Lithuania,2002,8,20,,0,43,,0,-5,110,5,2,37,0
Lithuania,2003,7,33,,0,43,,0,-5,180,4,1,60,0
Lithuania,2004,7,28,,0,44,,0,-7,127,4,1,48,0
Lithuania,2005,6,29,,0,46,,0,-8,146,3,1,46,0
Lithuania,2006,4,33,,0,47,,0,-7,182,3,1,49,0
Lithuania,2007,5,43,,0,62,,0,-11,177,2,1,61,0
Lithuania,2008,3,50,,0,74,,0,-15,192,2,2,74,0
Lithuania,2009,11,59,,0,67,,0,-14,374,2,3,85,1
Lithuania,2010,14,62,,0,91,,0,1,374,4,3,129,0
Lithuania,2011,11,55,,0,86,,0,-1,324,5,3,88,0
Lithuania,2012,11,49,,0,76,59,0,-5,247,6,3,63,0
Lithuania,2013,9,45,,0,80,50,0,-1,237,7,3,57,0
Lithuania,2014,8,37,,0,73,47,0,1,236,6,2,49,0
Lithuania,2015,5,29,,0,65,43,0,3,191,5,2,43,0
Lithuania,2016,7,32,,0,74,41,0,-3,780,5,2,42,0
Lithuania,2017,6,37,,0,82,41,0,-1,512,5,1,42,0
Luxembourg,1990,,,,,,,,,,,,,0
Luxembourg,1991,,,,,,,,,,,,,0
Luxembourg,1992,,,,,,,,,,,,,0
Luxembourg,1993,,,,,,,,,,,,,0
Luxembourg,1994,,,,,,,,,,,,,0
Luxembourg,1995,,,,,,,,,,,,,0
Luxembourg,1996,,,0,0,,,,12,,1,,,0
Luxembourg,1997,,,0,0,,,,12,,1,,,0
Luxembourg,1998,,,0,0,,,,10,,1,,,0
Luxembourg,1999,,,0,0,,,,9,,1,,,0
Luxembourg,2000,,,0,0,,132,,11,,1,,,0
Luxembourg,2001,,,0,0,,132,,13,,1,,,0
Luxembourg,2002,,,0,0,,160,,8,,1,,,0
Luxembourg,2003,-3,,0,0,,178,,9,,1,,,0
Luxembourg,2004,0,,0,0,,217,,6,,1,,,0
Luxembourg,2005,1,,0,0,,225,,12,,1,,,0
Luxembourg,2006,2,,0,0,,213,,11,,1,,,0
Luxembourg,2007,1,,0,0,,213,,10,,1,,,0
Luxembourg,2008,0,,0,0,,295,,10,,1,,,0
Luxembourg,2009,-2,,0,0,,331,,8,,1,,,0
Luxembourg,2010,0,,0,0,,369,,7,,1,,,0
Luxembourg,2011,2,,0,0,,362,,7,,1,,,0
Luxembourg,2012,2,,0,0,,350,,6,,1,,,0
Luxembourg,2013,1,,0,0,,372,,6,,1,,,0
Luxembourg,2014,2,,0,0,,381,,5,,1,,,0
Luxembourg,2015,1,,0,0,,388,,5,,1,,,0
Luxembourg,2016,0,,0,0,,413,,5,,1,,,0
Luxembourg,2017,,,0,0,,421,,5,,1,,,0
Macedonia. FYR,1990,,,,,,,,,,,,,0
Macedonia. FYR,1991,,,,,,,,,,,,,0
Macedonia. FYR,1992,,,,,,,,,,,,,0
Macedonia. FYR,1993,,,,,31,,0,0,,,0,0,1
Macedonia. FYR,1996,,,,,38,45,0,-6,,,2,13,0
Macedonia. FYR,1997,,,,,30,23,0,-7,,8,2,12,1
Macedonia. FYR,1998,,,,,33,27,0,-8,,6,2,10,0
Macedonia. FYR,1999,,,,,49,27,0,-8,,6,2,12,0
Macedonia. FYR,2000,,,,0,42,18,0,-3,,4,2,25,1
Macedonia. FYR,2001,,8,,0,43,21,0,-2,,5,2,19,0
Macedonia. FYR,2002,,19,,0,37,17,0,-7,,5,2,39,0
Macedonia. FYR,2003,,17,,0,40,16,0,-9,,4,2,29,0
Macedonia. FYR,2004,,11,,0,58,17,0,-4,46,3,2,31,0
Macedonia. FYR,2005,-1,11,,0,49,18,0,-8,20,2,0,11,0
Macedonia. FYR,2006,-1,17,,0,48,21,0,-2,67,3,0,43,0
Macedonia. FYR,2007,0,19,,0,48,23,0,0,68,3,0,50,0
Macedonia. FYR,2008,-1,26,,0,50,28,0,-7,72,2,0,44,0
Macedonia. FYR,2009,0,31,,0,45,35,0,-13,87,2,0,42,0
Macedonia. FYR,2010,2,27,,0,59,42,0,-7,84,2,0,65,0
Macedonia. FYR,2011,2,23,,0,58,43,0,-2,89,2,1,56,1
Macedonia. FYR,2014,17,27,,0,66,47,0,-2,102,3,1,59,0
Macedonia. FYR,2015,16,17,,0,65,47,0,-1,66,4,1,36,0
Macedonia. FYR,2016,16,23,,0,68,49,0,-2,80,4,1,43,0
Macedonia. FYR,2017,16,19,,0,71,51,0,-3,77,4,1,34,0
Malaysia,1990,,,,,42,108,,1,,,3,,0
Malaysia,1991,,,,1,36,110,0,-2,41,17,3,12,0
Malaysia,1992,,,,1,35,106,0,-8,41,17,2,12,0
Malaysia,1993,,,,1,34,109,0,-3,39,15,2,16,0
Malaysia,1994,,,,1,36,120,0,-4,35,14,2,19,0
Malaysia,1995,,,,0,36,138,0,-6,47,11,2,19,0
Malaysia,1996,,,,0,35,162,0,-9,47,11,2,14,0
Malaysia,1997,,,,0,36,164,0,-4,45,10,2,13,0
Malaysia,1998,,,,0,41,158,0,-6,69,8,2,16,1
Malaysia,1999,,,,0,58,139,0,12,64,10,2,20,0
Malaysia,2000,,,,0,50,137,0,15,51,11,2,16,0
Malaysia,2001,,2,,0,42,141,0,8,44,12,2,11,0
Malaysia,2002,9,3,,0,46,135,0,7,39,11,2,11,0
Malaysia,2003,9,4,,0,45,131,0,7,40,10,2,13,0
Malaysia,2004,11,1,,0,42,122,0,11,37,10,2,14,0
Malaysia,2005,8,-1,,0,39,116,0,11,24,9,1,11,0
Malaysia,2006,8,-2,,0,35,113,0,14,29,10,2,13,0
Malaysia,2007,6,-4,,0,31,106,0,16,26,9,1,12,0
Malaysia,2008,8,-5,,0,28,118,0,15,22,8,1,11,0
Malaysia,2009,7,-8,,0,29,120,0,17,25,7,1,10,0
Malaysia,2010,12,1,,1,54,120,0,15,39,8,2,20,0
Malaysia,2011,8,18,,1,56,122,0,10,69,9,1,33,0
Malaysia,2012,11,23,,1,57,128,0,11,77,9,1,40,0
Malaysia,2013,11,34,,1,63,130,0,5,90,8,1,51,0
Malaysia,2014,10,38,,1,66,137,0,3,102,9,1,56,0
Malaysia,2015,9,39,,1,63,137,0,4,130,9,1,60,0
Malaysia,2016,9,47,,1,66,136,0,3,159,10,1,72,0
Malaysia,2017,,41,,1,69,125,0,2,140,11,1,66,0
Malta,1990,,,,,,,,,,,,,0
Malta,1991,,,,,,,,,,,,,0
Malta,1992,,,,,,,,,,,,,0
Malta,1993,,,,,,,,,,,,,0
Malta,1994,,,,,,,,,,,,,0
Malta,1995,,,,,59,,,,,,,,0
Malta,1996,,,,0,71,,,-5,,,,,0
Malta,1997,,,,1,88,,,-5,,,,,0
Malta,1998,,,,1,105,,,-3,,,,,0
Malta,1999,,,,1,180,,,-3,,,,,0
Malta,2000,,,,1,207,,,-2,,,,,0
Malta,2001,,,,1,208,,,-5,,12,,,0
Malta,2002,,,,1,188,,,-2,,10,,,0
Malta,2003,,,,1,197,,,1,,11,,,0
Malta,2004,,,,1,230,,,-1,,10,,,0
Malta,2005,15,,,1,267,,,-5,,10,,,0
Malta,2006,10,,,1,326,,,-8,,10,,,0
Malta,2007,4,,,1,762,98,,-9,,9,,,0
Malta,2008,3,,,1,954,107,,-4,,9,,,0
Malta,2009,6,,,1,933,109,,-1,,9,,,0
Malta,2010,4,,,1,1125,116,,-7,,8,,,0
Malta,2011,5,,,1,1100,125,,-5,,8,,,0
Malta,2012,3,,,1,1087,120,,0,,8,,,0
Malta,2013,6,,,1,1175,120,,2,,8,,,0
Malta,2014,5,,,1,1147,113,,3,,7,,,0
Malta,2015,5,,,1,1026,106,,9,,7,,,0
Malta,2016,5,499,,1,917,100,,4,,6,,,0
Malta,2017,,442,,1,810,92,,6,,6,,,0
Mauritius,1990,,,,,35,32,,-5,,,2,,0
Mauritius,1991,,,,,31,33,0,-5,20,16,2,,0
Mauritius,1992,,,,,33,33,0,-1,20,17,2,,0
Mauritius,1993,,,,,30,34,0,0,16,14,2,,0
Mauritius,1994,,,,,31,38,0,-3,22,11,2,,0
Mauritius,1995,,,,,26,42,0,-6,19,10,1,,0
Mauritius,1996,,,,,27,45,0,-1,21,13,1,,0
Mauritius,1997,,,,,31,47,0,1,25,15,1,,0
Mauritius,1998,,,,,33,43,0,-2,25,14,1,,0
Mauritius,1999,,,,,32,49,0,0,31,15,1,,0
Mauritius,2000,,,,,28,56,0,-3,27,14,1,,0
Mauritius,2001,,5,,0,22,57,0,-1,29,20,1,10,0
Mauritius,2002,,-2,,0,21,57,0,6,32,21,2,10,0
Mauritius,2003,7,-1,,1,21,58,0,5,19,20,1,8,0
Mauritius,2004,37,2,,1,16,59,0,2,14,20,0,7,0
Mauritius,2005,43,5,,1,15,73,0,-2,14,20,1,7,0
Mauritius,2006,34,8,,1,15,73,0,-5,21,19,1,7,0
Mauritius,2007,27,13,,1,16,75,0,-9,23,20,1,8,0
Mauritius,2008,21,8,,0,15,69,0,-5,13,21,0,5,0
Mauritius,2009,15,12,,0,12,72,0,-10,10,19,0,4,0
Mauritius,2010,11,9,,1,81,82,0,-7,6,17,0,3,0
Mauritius,2011,14,12,,1,80,80,0,-10,8,16,0,4,0
Mauritius,2012,11,16,,1,83,85,0,-14,8,14,0,4,0
Mauritius,2013,11,9,,1,88,89,0,-7,8,14,0,4,0
Mauritius,2014,10,8,,1,104,99,0,-6,7,12,0,4,0
Mauritius,2015,11,8,,1,105,106,0,-6,8,13,0,5,0
Mauritius,2016,10,7,,1,92,99,0,-5,5,11,0,4,0
Mauritius,2017,9,6,,1,88,103,0,-4,5,12,0,5,0
Mexico,1990,,,,,39,11,,-3,,47,4,,1
Mexico,1991,,,,,38,16,0,-4,,37,3,31,0
Mexico,1992,,,,,34,17,0,-6,,22,3,59,0
Mexico,1993,,,,,30,21,0,-9,,17,2,74,0
Mexico,1994,,,,,26,28,0,-7,,12,2,70,0
Mexico,1995,,,,,27,25,0,-8,,11,2,76,1
Mexico,1996,,,,,46,31,0,0,,38,4,63,0
Mexico,1997,,,,0,39,24,0,-1,,42,3,61,0
Mexico,1998,,,,0,30,16,0,-2,,40,2,52,1
Mexico,2000,,,,0,30,20,0,-2,,37,5,42,0
Mexico,2001,,9,,0,24,17,0,-3,167,23,2,33,0
Mexico,2002,11,7,32,0,22,16,0,-2,105,22,2,28,0
Mexico,2003,11,8,34,0,21,13,0,-2,121,17,2,35,0
Mexico,2004,11,6,35,0,22,15,0,-1,89,15,2,30,0
Mexico,2005,9,6,35,0,21,16,0,-1,82,14,1,26,0
Mexico,2006,9,5,32,0,20,15,0,-1,63,14,1,20,0
Mexico,2007,7,6,27,0,18,16,0,0,103,12,1,25,0
Mexico,2008,8,5,27,0,18,19,0,-1,70,12,1,18,0
Mexico,2009,9,5,30,0,18,22,0,-2,70,10,1,17,0
Mexico,2010,16,8,25,0,21,21,0,-1,71,12,1,29,0
Mexico,2011,13,4,25,0,23,23,0,0,44,11,1,17,0
Mexico,2012,11,6,27,0,24,23,0,-1,45,10,1,18,0
Mexico,2013,11,7,25,0,29,25,0,-2,49,13,1,21,0
Mexico,2014,12,10,24,0,31,26,0,-2,62,13,1,28,0
Mexico,2015,13,10,26,0,33,29,0,-2,65,13,2,30,0
Mexico,2016,13,12,29,1,36,30,0,-3,70,13,2,31,0
Mexico,2017,14,11,34,1,38,32,0,-2,65,13,2,29,0
Mongolia,1990,,,,,0,,,-25,,,0,,0
Mongolia,1991,,,,,4,,0,-21,,,2,10,1
Mongolia,1994,,,,,41,13,0,3,,4,1,11,0
Mongolia,1995,,,,,44,6,0,3,,2,1,16,0
Mongolia,1996,,,,,29,11,0,2,,1,1,13,0
Mongolia,1997,,,,,34,8,0,-2,,2,1,11,0
Mongolia,1998,,,,,43,9,0,5,,10,1,7,0
Mongolia,1999,,,,,56,5,0,-6,,5,1,4,0
Mongolia,2000,,,,,69,9,0,-5,,7,1,5,0
Mongolia,2001,,,,,63,7,0,-4,,5,1,6,0
Mongolia,2002,,,,,59,7,0,-9,,4,1,5,0
Mongolia,2003,,,,,65,9,0,-7,,4,1,5,0
Mongolia,2004,,,,,69,14,0,-5,,3,1,34,0
Mongolia,2005,,,,,57,22,0,1,,3,1,7,0
Mongolia,2006,-2,,,,48,26,0,1,,2,1,2,0
Mongolia,2007,-7,,,,34,28,0,5,,1,0,3,0
Mongolia,2008,-2,,,,28,30,0,5,,1,0,4,1
Mongolia,2010,4,,,,50,40,0,-6,7,1,0,4,0
Mongolia,2011,-1,,,,83,40,0,-13,8,1,1,5,0
Mongolia,2012,4,,,,92,34,0,-27,14,1,1,7,0
Mongolia,2013,9,,,,125,43,0,-27,11,3,2,9,0
Mongolia,2014,10,,,,151,44,0,-25,36,5,3,16,0
Mongolia,2015,13,,,,172,62,0,-11,77,9,5,20,0
Mongolia,2016,11,,,,184,60,0,-4,85,12,6,21,0
Mongolia,2017,18,22,,,248,55,0,-6,79,17,3,18,1
Montenegro. Rep. of,1990,,,,,,,,,,,,,0
Montenegro. Rep. of,1991,,,,,,,,,,,,,0
Montenegro. Rep. of,1992,,,,,,,,,,,,,0
Montenegro. Rep. of,1993,,,,,,,,,,,,,0
Montenegro. Rep. of,1994,,,,,,,,,,,,,0
Montenegro. Rep. of,1995,,,,,,,,,,,,,0
Montenegro. Rep. of,1996,,,,,,,,,,,,,0
Montenegro. Rep. of,1997,,,,,,,,,,,,,0
Montenegro. Rep. of,1998,,,,,,,,,,,,,0
Montenegro. Rep. of,1999,,,,,,,,,,,,,0
Montenegro. Rep. of,2000,,,,,,,,,,,,,0
Montenegro. Rep. of,2001,,,,,,,,,,,,,0
Montenegro. Rep. of,2002,,,,,,,,-14,,,,,0
Montenegro. Rep. of,2003,,,,1,,,,-12,,3,,,0
Montenegro. Rep. of,2004,2,,,0,38,8,,-7,,3,,,0
Montenegro. Rep. of,2005,0,,,0,40,11,,-7,,4,,,0
Montenegro. Rep. of,2006,0,,,0,44,15,,-17,,3,,,0
Montenegro. Rep. of,2007,-6,,,0,106,18,,-31,,2,,,1
Montenegro. Rep. of,2008,-8,,,0,122,36,,-39,,2,,,0
Montenegro. Rep. of,2009,-1,,,0,132,80,,-49,,2,,,0
Montenegro. Rep. of,2010,11,,,0,136,87,,-28,,2,,,0
Montenegro. Rep. of,2011,10,,,0,143,76,,-23,,2,,,0
Montenegro. Rep. of,2012,9,,,0,147,66,,-18,,4,,,0
Montenegro. Rep. of,2013,8,,,1,158,55,,-18,,5,,,0
Montenegro. Rep. of,2014,9,28,,1,156,55,,-14,,5,,,0
Montenegro. Rep. of,2015,5,29,,1,163,53,,-15,,5,,,0
Montenegro. Rep. of,2016,,,,1,162,51,,-13,,6,,,0
Montenegro. Rep. of,2017,,,,1,159,50,,-18,,5,,,0
Morocco,1990,,,,,78,,,-4,,27,4,,1
Morocco,1991,,,,1,69,,0,-2,,23,4,34,0
Morocco,1992,,,,1,66,17,0,-3,,22,3,29,1
Morocco,1993,,,,1,64,20,0,-3,,21,4,50,0
Morocco,1994,,,,1,67,22,0,-3,87,22,4,53,0
Morocco,1995,,,,1,62,24,0,-3,74,23,4,52,0
Morocco,1996,,,,1,59,24,0,-5,104,25,4,54,0
Morocco,1997,,,,1,50,27,0,-2,91,23,3,45,0
Morocco,1998,,,,1,50,26,0,-2,83,21,3,45,0
Morocco,1999,,,,1,49,41,0,-2,72,20,3,42,0
Morocco,2000,,,,1,48,42,0,-2,56,18,2,39,0
Morocco,2001,,10,,1,46,46,0,-4,72,20,3,43,0
Morocco,2002,,3,,1,40,49,0,2,31,20,2,31,0
